DBPediaURI;searchwrap_q=#guttenberg&lang=de;searchwrap_q=#guttenberg&lang=de.1;searchwrap_q=#guttenberg&lang=de.10;searchwrap_q=#guttenberg&lang=de.11;searchwrap_q=#guttenberg&lang=de.12;searchwrap_q=#guttenberg&lang=de.13;searchwrap_q=#guttenberg&lang=de.14;searchwrap_q=#guttenberg&lang=de.15;searchwrap_q=#guttenberg&lang=de.16;searchwrap_q=#guttenberg&lang=de.17;searchwrap_q=#guttenberg&lang=de.18;searchwrap_q=#guttenberg&lang=de.19;searchwrap_q=#guttenberg&lang=de.2;searchwrap_q=#guttenberg&lang=de.20;searchwrap_q=#guttenberg&lang=de.21;searchwrap_q=#guttenberg&lang=de.22;searchwrap_q=#guttenberg&lang=de.23;searchwrap_q=#guttenberg&lang=de.24;searchwrap_q=#guttenberg&lang=de.25;searchwrap_q=#guttenberg&lang=de.26;searchwrap_q=#guttenberg&lang=de.27;searchwrap_q=#guttenberg&lang=de.28;searchwrap_q=#guttenberg&lang=de.29;searchwrap_q=#guttenberg&lang=de.3;searchwrap_q=#guttenberg&lang=de.30;searchwrap_q=#guttenberg&lang=de.31;searchwrap_q=#guttenberg&lang=de.32;searchwrap_q=#guttenberg&lang=de.33;searchwrap_q=#guttenberg&lang=de.34;searchwrap_q=#guttenberg&lang=de.35;searchwrap_q=#guttenberg&lang=de.36;searchwrap_q=#guttenberg&lang=de.37;searchwrap_q=#guttenberg&lang=de.38;searchwrap_q=#guttenberg&lang=de.39;searchwrap_q=#guttenberg&lang=de.4;searchwrap_q=#guttenberg&lang=de.40;searchwrap_q=#guttenberg&lang=de.41;searchwrap_q=#guttenberg&lang=de.42;searchwrap_q=#guttenberg&lang=de.43;searchwrap_q=#guttenberg&lang=de.44;searchwrap_q=#guttenberg&lang=de.45;searchwrap_q=#guttenberg&lang=de.46;searchwrap_q=#guttenberg&lang=de.47;searchwrap_q=#guttenberg&lang=de.5;searchwrap_q=#guttenberg&lang=de.6;searchwrap_q=#guttenberg&lang=de.7;searchwrap_q=#guttenberg&lang=de.8;searchwrap_q=#guttenberg&lang=de.9
http://de.dbpedia.org/resource/cornwall;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Werbung;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Die_Welt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Spiegel_Online;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/bundeswehr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Politik;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Presse_(Medien);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
http://de.dbpedia.org/resource/Marketing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
http://de.dbpedia.org/resource/Al-Qaida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
http://de.dbpedia.org/resource/Bernhard_Vogel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
http://de.dbpedia.org/resource/Andreas_Fischer-Lescano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
http://de.dbpedia.org/resource/Bayern;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Droge;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/tweet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/copyright;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Facebook;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
http://de.dbpedia.org/resource/Tweet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
http://de.dbpedia.org/resource/Sponsoring;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
http://de.dbpedia.org/resource/joschka_fischer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Helmut_Kohl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Seifenoper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
http://de.dbpedia.org/resource/Kanzler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
